15.03.2023 14:47:59: SourceFile=Hata, TargetFile=Mesajı, Status=False, Hata Mesajı = Girilen Dosya Yolu Bulunamadı..
16.03.2023 10:01:34: SourceFile=C:\b\Bidding.zip, TargetFile=E:\hg\Bidding-20230316100134.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:01:34: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\hg\FileManagement-20230316100134.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:01:34: SourceFile=C:\b\forms.zip, TargetFile=E:\hg\forms-20230316100134.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:01:35: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\hg\PdfWriter-20230316100135.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:01:35: SourceFile=C:\b\to-do.zip, TargetFile=E:\hg\to-do-20230316100135.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:01:35: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\hg\Trendyol-20230316100135.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:02:46: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:02:53: SourceFile=b.zip, TargetFile=E:\double\gggy\b-20230316100253.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:02:53: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
16.03.2023 10:03:09: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:03:10: SourceFile=C:\b\Bidding.zip, TargetFile=E:\double\gggy\Bidding-20230316100309.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:10: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\double\gggy\FileManagement-20230316100310.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:10: SourceFile=C:\b\forms.zip, TargetFile=E:\double\gggy\forms-20230316100310.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:11: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\double\gggy\PdfWriter-20230316100311.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:11: SourceFile=C:\b\to-do.zip, TargetFile=E:\double\gggy\to-do-20230316100311.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:11: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\double\gggy\Trendyol-20230316100311.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:43: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:03:51: SourceFile=b.zip, TargetFile=E:\ddd\b.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:51: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
16.03.2023 10:03:53: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:03:53: SourceFile=C:\b\Bidding.zip, TargetFile=E:\ddd\Bidding.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:53: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\ddd\FileManagement.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:53: SourceFile=C:\b\forms.zip, TargetFile=E:\ddd\forms.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:54: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\ddd\PdfWriter.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:54: SourceFile=C:\b\to-do.zip, TargetFile=E:\ddd\to-do.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:03:54: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\ddd\Trendyol.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:06:56: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:07:03: SourceFile=b.zip, TargetFile=E:\double\testfdss\b-20230316100703.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:03: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
16.03.2023 10:07:03: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:07:03: SourceFile=C:\b\Bidding.zip, TargetFile=E:\double\testfdss\Bidding-20230316100703.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:03: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\double\testfdss\FileManagement-20230316100703.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:03: SourceFile=C:\b\forms.zip, TargetFile=E:\double\testfdss\forms-20230316100703.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:04: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\double\testfdss\PdfWriter-20230316100704.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:04: SourceFile=C:\b\to-do.zip, TargetFile=E:\double\testfdss\to-do-20230316100704.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:04: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\double\testfdss\Trendyol-20230316100704.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:18: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:07:18: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:07:18: SourceFile=C:\b\Bidding.zip, TargetFile=E:\double\testfdssdghft\Bidding.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:18: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\double\testfdssdghft\FileManagement.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:18: SourceFile=C:\b\forms.zip, TargetFile=E:\double\testfdssdghft\forms.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:19: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\double\testfdssdghft\PdfWriter.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:19: SourceFile=C:\b\to-do.zip, TargetFile=E:\double\testfdssdghft\to-do.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:07:19: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\double\testfdssdghft\Trendyol.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:00: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:10:07: SourceFile=b.zip, TargetFile=E:\a\rt\b-20230316101007.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:07: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
16.03.2023 10:10:07: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:10:07: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding-20230316101007.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:07: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement-20230316101007.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:07: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms-20230316101007.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:08: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter-20230316101008.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:08: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do-20230316101008.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:08: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol-20230316101008.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:18: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:10:18: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:10:18: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:18: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:18: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:19: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:19: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:10:19: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:12: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:12:12: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:12:12: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:13: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:13: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:14: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:14: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:14: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:40: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:12:47: SourceFile=b.zip, TargetFile=E:\a\rt\b.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:47: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
16.03.2023 10:12:47: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:12:47: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:47: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:47: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:48: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:48: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:12:48: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:02: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:13:02: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:13:02: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding-20230316101302.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:02: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement-20230316101302.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:02: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms-20230316101302.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:03: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter-20230316101303.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:03: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do-20230316101303.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:03: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol-20230316101303.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:14: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:13:14: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:13:14: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:14: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:14: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:16: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:16: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:13:16: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:17:32: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:17:32: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:17:32: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding-20230316101732.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:17:32: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement-20230316101732.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:17:32: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms-20230316101732.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:17:34: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter-20230316101734.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:17:34: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do-20230316101734.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:17:34: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol-20230316101734.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:05: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:19:12: SourceFile=b.zip, TargetFile=E:\a\rt\b-20230316101912.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:12: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
16.03.2023 10:19:12: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:19:12: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding-20230316101912.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:13: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement-20230316101913.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:13: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms-20230316101913.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:14: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter-20230316101914.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:14: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do-20230316101914.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:14: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol-20230316101914.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:17: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:19:17: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:19:17: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding-20230316101917.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:17: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement-20230316101917.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:18: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms-20230316101917.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:19: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter-20230316101919.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:19: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do-20230316101919.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:19:19: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol-20230316101919.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:02: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:20:02: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:20:02: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding-20230316102002.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:03: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement-20230316102003.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:03: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms-20230316102003.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:04: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter-20230316102004.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:04: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do-20230316102004.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:04: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol-20230316102004.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:16: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
16.03.2023 10:20:23: SourceFile=b.zip, TargetFile=E:\a\rt\b.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:23: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
16.03.2023 10:20:23: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 1
16.03.2023 10:20:23: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\rt\Bidding.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:24: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\rt\FileManagement.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:24: SourceFile=C:\b\forms.zip, TargetFile=E:\a\rt\forms.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:25: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\rt\PdfWriter.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:25: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\rt\to-do.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
16.03.2023 10:20:25: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\rt\Trendyol.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:20:23: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:20:30: SourceFile=b.zip, TargetFile=E:\a\rtt\b.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:20:30: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
4.04.2023 11:20:30: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:21:59: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:21:59: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:21:59: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:22:26: SourceFile=C:\Users\Furkan\Desktop\development\work\haberler.com, TargetFile=E:\a\rttt\haberler.com, Status=False, Hata Mesajı = yeniden adlandırılma başarısız. Hata : 'C:\Users\Furkan\Desktop\development\work\haberler.com' yoluna erişim reddedildi.
4.04.2023 11:22:27: SourceFile=C:\Users\Furkan\Desktop\development\work\HM, TargetFile=E:\a\rttt\HM, Status=False, Hata Mesajı = yeniden adlandırılma başarısız. Hata : 'C:\Users\Furkan\Desktop\development\work\HM' yoluna erişim reddedildi.
4.04.2023 11:22:28: SourceFile=C:\Users\Furkan\Desktop\development\work\missingnews, TargetFile=E:\a\rttt\missingnews, Status=False, Hata Mesajı = yeniden adlandırılma başarısız. Hata : 'C:\Users\Furkan\Desktop\development\work\missingnews' yoluna erişim reddedildi.
4.04.2023 11:22:28: SourceFile=C:\Users\Furkan\Desktop\development\work\sql, TargetFile=E:\a\rttt\sql, Status=False, Hata Mesajı = yeniden adlandırılma başarısız. Hata : 'C:\Users\Furkan\Desktop\development\work\sql' yoluna erişim reddedildi.
4.04.2023 11:24:00: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:24:01: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
